Fiscal Year,District Number,District Type,District Name,Language Name,Home Primary Language,Enrollments,County Code,County Name,Economic Development Region,Strata,Strata Name
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Bengali,010,8,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Bulgarian,064,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Yoruba,075,3,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,10,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Hindi ,019,4,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Brahui,111,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Ndebele,099,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Hmong,020,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Amharic,063,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,English,011,7883,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Gujarati,112,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Somali,069,940,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Tamil,118,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Xhosa,397,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Urdu,122,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,Afrikaans,001,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,Bengali,010,1,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
12-13,0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,English,011,920,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
12-13,0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,Spanish,045,33,73,Stearns                                      ,07W,5,Outstate - Enrollment between 500 and 999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,Hindi ,019,1,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,Dutch,033,3,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,Spanish,045,25,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,Amharic,063,1,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0745,01,ALBANY PUBLIC SCHOOL DISTRICT,English,011,1648,73,Stearns                                      ,07W,4,Outstate - Enrollment between 1000 and 1999
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Bengali,010,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Romanian,039,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Hindi ,019,5,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Arabic,002,4,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Afrikaans,001,3,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Farsi ,013,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,English,011,3584,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Finnish,014,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Russian,040,3,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,German,017,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Spanish,045,15,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Grebo,077,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Amharic,063,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Hmong,020,3,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,"Lao, Laotian ",028,7,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Haitian Creole,085,3,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,Vietnamese,051,11,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0750,01,ROCORI PUBLIC SCHOOL DISTRICT,Japanese,024,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0750,01,ROCORI PUBLIC SCHOOL DISTRICT,English,011,1902,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0750,01,ROCORI PUBLIC SCHOOL DISTRICT,Spanish,045,104,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0750,01,ROCORI PUBLIC SCHOOL DISTRICT,Amharic,063,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0750,01,ROCORI PUBLIC SCHOOL DISTRICT,German,017,1,73,Stearns                                      ,07W,3,Outstate - Enrollment 2000 or more
12-13,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,English,011,691,74,Steele                                       ,10,5,Outstate - Enrollment between 500 and 999
12-13,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,Spanish,045,30,74,Steele                                       ,10,5,Outstate - Enrollment between 500 and 999
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Bengali,010,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Anuak,103,10,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Vietnamese,051,5,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Somali,069,217,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Portuguese,038,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Russian,040,2,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,8,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Cebuano,036,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Hmong,020,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Amharic,063,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Spanish,045,307,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Japanese,024,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,German,017,4,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Nuer,076,25,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,English,011,4181,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Danish,009,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Arabic,002,2,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Gujarati,112,6,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,Serbian,128,1,74,Steele                                       ,10,3,Outstate - Enrollment 2000 or more
12-13,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,Spanish,045,59,74,Steele                                       ,10,5,Outstate - Enrollment between 500 and 999
12-13,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,Vietnamese,051,1,74,Steele                                       ,10,5,Outstate - Enrollment between 500 and 999
12-13,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,English,011,814,74,Steele                                       ,10,5,Outstate - Enrollment between 500 and 999
12-13,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,English,011,279,75,Stevens                                      ,04,6,Outstate - Enrollment less than 500
12-13,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,Spanish,045,6,75,Stevens                                      ,04,6,Outstate - Enrollment less than 500
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Spanish,045,48,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,5,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Japanese,024,2,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Portuguese,038,1,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Haitian Creole,085,2,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,1,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Hmong,020,1,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,Russian,040,3,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0769,01,MORRIS PUBLIC SCHOOL DISTRICT,English,011,954,75,Stevens                                      ,04,4,Outstate - Enrollment between 1000 and 1999
12-13,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,English,011,150,75,Stevens                                      ,04,6,Outstate - Enrollment less than 500
12-13,0775,01,KERKHOVEN-MURDOCK-SUNBURG,Italian,023,1,76,Swift                                        ,06W,5,Outstate - Enrollment between 500 and 999
12-13,0775,01,KERKHOVEN-MURDOCK-SUNBURG,English,011,565,76,Swift                                        ,06W,5,Outstate - Enrollment between 500 and 999
12-13,0775,01,KERKHOVEN-MURDOCK-SUNBURG,Spanish,045,38,76,Swift                                        ,06W,5,Outstate - Enrollment between 500 and 999
12-13,0777,01,BENSON PUBLIC SCHOOL DISTRICT,English,011,873,76,Swift                                        ,06W,5,Outstate - Enrollment between 500 and 999
12-13,0777,01,BENSON PUBLIC SCHOOL DISTRICT,Spanish,045,13,76,Swift                                        ,06W,5,Outstate - Enrollment between 500 and 999
12-13,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,English,011,404,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,Spanish,045,4,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,English,011,421,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,Spanish,045,3,77,Todd                                         ,05,6,Outstate - Enrollment less than 500
12-13,0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,English,011,97,78,Traverse                                     ,04,6,Outstate - Enrollment less than 500
12-13,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,English,011,379,78,Traverse                                     ,04,6,Outstate - Enrollment less than 500
12-13,0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,Spanish,045,11,78,Traverse                                     ,04,6,Outstate - Enrollment less than 500
12-13,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,English,011,574,79,Wabasha                                      ,10,5,Outstate - Enrollment between 500 and 999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,English,011,1182,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,Vietnamese,051,4,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,Bosnian,041,2,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,Russian,040,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,Spanish,045,32,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
12-13,0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,English,011,487,80,Wadena                                       ,05,6,Outstate - Enrollment less than 500
12-13,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,Estonian,012,1,80,Wadena                                       ,05,6,Outstate - Enrollment less than 500
12-13,0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,English,011,497,80,Wadena                                       ,05,6,Outstate - Enrollment less than 500
12-13,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,Finnish,014,1,80,Wadena                                       ,05,5,Outstate - Enrollment between 500 and 999
12-13,0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,English,011,865,80,Wadena                                       ,05,5,Outstate - Enrollment between 500 and 999
12-13,0829,01,WASECA PUBLIC SCHOOL DISTRICT,Afrikaans,001,2,81,Waseca                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,0829,01,WASECA PUBLIC SCHOOL DISTRICT,Urdu,122,2,81,Waseca                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,0829,01,WASECA PUBLIC SCHOOL DISTRICT,Spanish,045,122,81,Waseca                                       ,09,4,Outstate - Enrollment between 1000 and 1999
12-13,0829,01,WASECA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,1,81,Waseca                                       ,09,4,Outstate - Enrollment between 1000 and 1999
